"","PON1","NRXN1","APOBEC2","AP3B2","CST5","GCGR","GFRA3","LMO1","CHRNA4","GABRR1","GAP43","SOD3","TMEM61","GHRH","PAK3","FRMPD4","STMN4","HCN4","ADCY2","SERPINA5","ASB4","SCG5","KCNMB2","MGAT4C","GRIA3","ATP1A2","HAND2","LCN12","SYNGR4","GRIN1","SCGN","MB","NEUROG1","DIRAS3","DSCAML1","KCNC1","PKIB","COL22A1","HAPLN2","SLC4A10","TTBK1","KCNK3","RIPPLY2","KCNJ4","RALYL","RXRG","CELF4","LHFPL5","MS4A8","RNF182","C2CD4B","GRIA2","DCX","CADM2","ZFR2","CPNE4","TCEAL5","CST2","HEPACAM","KCNA1","PCDHA8","NOVA1","PLP1","SNAP91","ONECUT2","KCNB1","C22ORF42","TAGLN3","EPHA8","PCDHB1","RGS8","GPC5","TMEM114","SYT13","GP2","VWC2L","CACNG2","COL20A1","GHSR","ZDHHC22","SOX1","AMER3","SPHKAP","C8ORF86"
"TCGA.39.5031.01A0",0,2520,8,124,1,301,387,194,110,49,277,1325,40,2,63,2,4,15,1649,31,15,156,73,8,47,32,325,28,9,387,2,217,1,92,23,6,343,797,27,24,257,231,0,44,12,49,110,4,404,359,163,7,1,23,23,115,287,275,34,33,9,290,53,63,285,15,3,433,5,37,5,11,7,287,12,1,6,4,0,13,160,1,1,1
"TCGA.85.8071.01A0",0,225,1,122,0,75,3,281,0,149,262,523,6,1,4,0,3,2,110,3,1,74,13,0,15,6,0,6,8,33,2,42,0,42,7,8,31,5,0,1,34,39,43,18,0,0,0,11,3,5,1,0,1,8,4,0,1,1,0,1,0,156,3,24,87,0,0,37,0,2,0,1,0,8,0,3,0,0,0,1,0,0,0,0
"TCGA.22.5474.01A0",6,318,2,1012,1,1,1510,30,3,305,33,1233,121,7,51,95,7,2,308,32,8,330,49,15,12,92,0,49,6,52,1,359,5,27,126,5,217,597,4,4,49,727,4,2,5,30,53,11,119,63,30,5,21,3,4,28,3,35,3,1,2,64,25,13,43,21,3,2,1,0,15,124,2,1584,3,0,3,1,0,3,0,1,0,0
"TCGA.60.2720.01A0",16,24,3,389,3,30,98,9,21,103,584,1185,73,0,55,13,6,6,133,86,20,356,15,1,30,25,16,9,3,16,0,87,0,133,86,3,1573,7651,3,0,11,1873,18,5,1,23,133,5,234,165,267,0,15,10,337,31,11,425,4,7,0,16,2,9,4,11,3,139,32,0,0,3,79,1358,1,0,0,2,0,1,99,2,0,0
"TCGA.39.5016.01A0",2,333,0,119,1,8,33,6,0,221,407,427,37,0,31,3,0,0,3,9,12,127,126,16,11,6,1,15,9,3,0,15,2,63,12,1,241,47,2,6,23,21,1,7,0,6,6,1,2,17,15,23,9,1,12,21,1,9,3,2,0,35,8,20,13,0,1,0,30,0,4,1,0,99,0,1,0,1,0,0,28,0,5,4
"TCGA.85.6798.01A0",1,337,1,42,3,4,126,148,21,505,575,981,0,7,12,1,2,2,49,6,0,137,126,135,16,7,4,31,6,21,0,3,0,31,10,21,312,150,1,0,15,59,0,106,43,21,59,0,0,391,18,0,0,13,1,63,0,101,0,5,3,277,0,57,189,0,1,4,1,0,2,3,0,6,0,0,0,0,0,3,20,1,0,0
"TCGA.33.4587.01A0",293,154,15,113,7,7,110,17,2,0,156,317,64,6,148,1,3,15,131,49,55,793,39,1,5,84,1,126,50,66,76,1872,0,259,405,20,304,9,8,4,301,243,0,105,78,26,356,40,18,3071,101,8,6,23,3,9,264,99,9,0,5,35,2890,2,94,7,2,35,1,51,15,0,1,3464,1,3,0,2,0,3,3,1,98,0
"TCGA.NC.A5HK.01A0",5,1,16,827,1,3,11,8,31,21,2,374,351,0,32,0,1,15,2,21,2,175,7,2,13,2,0,193,25,193,1,1,0,9,47,15,16,460,614,1,24,90,0,1,2,0,130,28,0,18,25,1,0,0,281,99,0,24,0,1,3,213,2,1,47,23,4,0,57,3,2,0,0,85,0,0,2,12,1,0,0,3,1,0
"TCGA.77.6842.01A0",8,1646,4,1237,0,8,37,4,422,104,1047,543,2,1,1156,118,20,178,4012,37,18,71,21,23,31,42,2,74,7,57,0,199,1,13,657,6,222,6664,0,9,37,278,52,0,0,15,81,2,0,21,25,3,56,2,0,59,0,24,1,0,2,682,1,212,43,2,1,74,1,4,1,15,1,1,779,0,0,2,1,0,0,0,0,0
"TCGA.66.2780.01A0",2,2,2,897,2,7,3,1,1,452,17,1066,107,0,23,69,2,1,71,63,9,387,21,1,12,4,4,16,9,20,0,106,0,15,10,3,57,6317,1,8,9,171,15,4,0,2,15,8,42,15,144,3,1,1,5,11,3,119,0,0,4,7,1,3,26,2,1,24,3,2,7,5,0,65,0,1,0,1,0,3,211,1,0,0
"TCGA.46.3765.01A0",2,24,1,131,5,2,75,20,5,33,114,535,9,1,18,3,0,1,778,21,5,133,39,2,12,15,1,11,1,10,0,30,1,30,8,1,131,16,10,1,33,61,1,9,5,8,52,10,11,59,52,8,0,4,6,9,21,6,0,0,1,49,2,2,11,3,1,10,1,4,0,37,1,483,0,0,3,13,1,3,1,0,0,2
"TCGA.85.7699.01A0",1,1082,5,1422,0,7,186,15,3,337,33,882,20,0,407,1,1,24,465,61,13,159,21,17,67,23,0,16,10,61,51,156,0,24,61,35,154,234,3,30,65,16,5,67,5,1,40,2,3,232,21,1,712,73,49,144,1,35,2,173,1,623,23,23,301,34,0,87,3,0,26,16,0,4,0,0,1,1,1,3,494,1,2,4
"TCGA.66.2777.01A0",1,46,3,160,15,1,691,15,51,81,34,1331,94,0,30,5,2,6,37,35,11,468,34,9,9,32,0,17,2,39,0,98,1,32,16,1,765,194,6,5,51,465,75,8,0,33,23,5,311,98,228,0,0,3,1,42,7,32,0,3,1,30,2,21,17,13,3,257,7,3,21,61,7,140,0,2,0,2,7,3,2,0,0,0
"TCGA.63.A5MI.01A0",12,52,21,1340,4,6,39,18,0,189,5,172,7,0,11,12,2,0,1251,4,67,85,6,25,8,4,124,15,28,15,0,194,0,51,1,11,298,11,15,1,64,154,28,8,0,5,20,3,4,84,52,42,3,50,3,47,11,7,0,0,0,23,0,47,107,6,0,0,5,1,3,34,0,0,1,2,0,1,1,1,1,0,0,0
"TCGA.90.7766.01A0",10,15,15,59,3,15,30,1,2,236,238,422,18,0,26,0,1,4,17,5,20,42,55,9,25,55,15,44,6,30,2,357,0,25,33,3,376,761,5,3,21,85,18,1,6,10,13,0,106,30,106,9,28,28,1,7,0,20,1,4,1,5,0,3,12,17,1,15,0,2,3,1,1,2,0,1,0,4,0,1,4,10,15,0
"TCGA.85.8354.01A0",1,2,2,177,0,5,99,173,15,43,0,293,21,1,8,0,2,0,0,7,6,59,10,0,11,23,1,59,6,21,0,205,5,2,0,1,473,12,4,2,21,140,0,0,0,5,3,3,2,94,25,1,0,2,3,15,1,0,1,0,0,3,1,2,6,0,0,7,6,0,0,178,1,2,0,0,2,7,0,0,1,0,0,0
"TCGA.33.6737.01A0",24,4,23,17,3,3,50,0,18,0,24,2162,59,1,30,8,6,140,8,140,23,221,3,1,20,92,1,33,5,20,0,55,0,25,20,1,2958,310,3,8,21,1138,0,1,0,82,327,64,1,65,472,23,3,11,11,9,1,15,2,0,7,597,16,5,103,6,0,6,1,1,4,15,0,238,20,0,1,8,0,1,0,0,0,0
"TCGA.34.5929.01A0",94,1099,101,3340,7,5,113,18,60,381,1270,1496,1,64,30,1,12,52,11001,1113,42,2014,92,1386,30,6,84,85,84,600,5,135,0,139,113,18,264,30229,117,1,37,362,21,27,1,56,64,0,111,349,103,1,17,249,126,15,3,520,8,37,0,154,57,100,1078,66,0,5880,79,2,8,10,229,107,3,0,1,23,0,1,3,3,0,1
"TCGA.90.7964.01A0",46,2,11,1047,17,28,670,20,1,0,8,2527,79,2,27,1,4,0,20,47,37,891,16,7,9,107,10,23,2,35,0,447,0,47,12,4,295,82,15,0,17,315,0,6,0,16,232,71,28,143,730,4,0,9,2,25,3,23,0,4,0,80,2,3,11,13,0,6,1,4,2,71,4,71,1,3,0,1,0,1,0,0,0,1
"TCGA.22.4591.01A0",23,156,1,1044,2,3,185,400,1,30,28,466,33,2,15,257,0,0,9768,1,457,51,23,5,20,11,5,118,37,15,0,562,7,35,5,420,5894,16,0,4,30,488,131,21,0,53,31,4,15,27,61,7,15,4,3,1364,480,49,0,753,2,488,1,280,301,9,0,107,4,4,0,69,0,1049,0,0,0,8,0,2,0,0,0,9
"TCGA.63.7020.01A0",5,7,5,293,9,40,80,23,3,178,4,481,37,0,24,27,2,2,306,8,15,81,16,2,12,23,0,37,5,30,0,876,0,21,13,20,930,42,5,0,27,270,0,1,3,44,23,7,35,4,56,1,1,6,7,15,1,71,0,120,0,6,0,24,25,10,0,13,46,1,0,4,2,198,0,1,0,0,1,1,0,0,0,0
"TCGA.56.5897.01A0",1,15,3,179,4,7,13,35,1,134,761,1753,32,0,55,3,1,8,108,126,0,243,17,25,52,49,0,7,1,6,0,69,1,42,23,6,107,2156,2,9,33,160,21,0,0,23,16,4,160,17,4,1,2,3,6,23,7,189,2,2,1,18,5,0,7,8,1,34,0,0,23,5,2,129,0,0,0,0,1,4,1,0,2,0
"TCGA.77.8007.01A0",49,1,18,5,0,5,4,1,1,0,6,1041,114,1,21,1,0,3,15,30,23,348,0,3,18,13,0,39,33,23,0,2067,0,28,206,3,2232,419,8,4,21,142,0,3,2,1,9,5,1,10,55,0,0,64,4,23,1,44,0,0,1,692,2,42,205,9,0,2,4,5,4,6,4,0,1,5,2,3,0,4,0,0,0,1
"TCGA.56.8201.01A0",1,0,2,211,0,1,9,1,2,12,148,1089,12,0,18,3,0,0,18,40,0,197,6,3,4,12,0,10,4,6,0,4,0,6,15,3,267,4774,0,3,21,143,0,0,0,0,8,2,20,23,15,0,0,3,4,0,3,21,0,7,2,4,2,0,53,2,0,0,1,1,2,0,0,2,1,0,0,0,0,0,168,0,0,1
"TCGA.56.A62T.01A0",0,25,3,510,0,15,3,33,4,32,802,416,16,0,10,0,6,1,39,13,43,111,33,225,120,7,56,16,9,37,0,18,5,17,12,35,193,185,3,7,8,20,60,3,8,16,39,12,4,35,6,178,1,59,2,194,1,43,0,4,17,506,28,51,418,18,1,1,79,9,1,12,5,404,0,2,0,2,4,8,0,0,6,0
"TCGA.66.2785.01A0",113,8,20,33,0,13,32,194,13,665,5,1035,105,0,724,0,2,18,7,684,25,92,11,4,68,17,2,158,3,95,0,3600,0,25,32,0,759,267,2,3,18,5068,0,0,0,13,184,23,17,5312,76,0,1,0,1,2,1,35,0,2,1,13,2,2,15,16,0,7,3,0,2,32,0,2,2,0,0,0,0,0,0,2,0,0
"TCGA.34.5232.01A0",17,30,6,274,4,40,189,18,0,196,47,1157,21,1,59,2,7,30,136,40,25,104,161,16,35,73,2,56,5,39,1,126,0,119,74,5,447,283,5,7,95,101,7,0,0,34,11,1,575,18,123,6,8,7,13,30,69,51,5,47,0,139,7,15,98,30,3,24,1,4,39,30,2,8,0,1,0,0,0,0,0,0,0,0
"TCGA.NK.A7XE.01A0",2,0,4,1542,0,171,857,111,2,67,135,105,71,0,15,1,0,44,0,13,0,34,12,7,6,1,2,94,7,4,0,510,5,2,4,1,61,2646,8,7,7,562,103,2,0,1,9,11,12,47,37,0,0,0,9,11,1,4,0,0,1,0,1,3,1,13,0,7,23,1,4,0,44,103,0,0,0,2,0,0,518,0,0,1
"TCGA.77.8146.01A0",6,0,2,382,3,8,119,11,1,0,23,911,30,0,6,9,0,0,3,63,2,146,5,1,7,8,0,18,2,21,0,103,0,17,2,2,105,121,3,0,3,123,1,0,0,7,37,1,3,7,92,0,0,2,2,8,2,7,0,1,0,114,0,2,10,3,0,5,0,2,0,17,0,15,0,0,1,2,1,0,0,0,0,0
"TCGA.34.5927.01A0",15,3374,24,763,2,43,707,74,7,328,436,416,11,1719,300,11,3,6,647,27,37,1667,130,265,27,17,268,113,20,556,59,635,0,177,98,66,855,769,123,34,63,117,37,51,3,12,146,24,7699,540,115,33,376,79,34,295,215,26,8,2391,0,696,37,781,1075,300,1,581,57,0,13,60,0,680,6,6,27,35,1,2,413,20,0,7
"TCGA.60.2726.01A0",16,5,1,541,2,92,500,17,117,49,226,581,24,0,42,1,6,2,30,12,6,111,67,2,12,5,51,82,15,111,0,153,7,17,13,9,69,350,118,21,40,99,15,15,1,208,23,4,11,16,18,525,0,4,44,73,15,37,0,0,0,9,3,3,18,32,1,7,49,12,6,1,6,124,1,0,1,27,0,1,0,0,2,0
"TCGA.77.8140.01A0",23,61,7,311,3,6,61,0,0,80,134,442,5,0,9,2,1,0,581,71,4,28,15,63,12,12,1,26,1,12,0,651,0,15,5,4,146,31,1,0,3,76,0,5,21,5,37,1,23,4,34,4,0,88,2,127,12,13,0,0,0,2,0,1,25,2,0,5,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
"TCGA.37.3783.01A0",35,0,0,92,0,3,20,6,2,67,80,332,12,0,12,1,2,1,16,7,25,115,21,2,34,24,1,21,3,15,0,26,0,1522,3,1,398,37,3,21,6,8,100,2,0,8,8,2,55,27,21,2,0,33,514,2,0,73,0,0,0,20,16,3,21,5,2,9,1,1,0,6,1,8,0,0,3,0,0,3,8,0,1,0
"TCGA.39.5034.01A0",1,9,3,10,2,1,8480,21,0,13,8,490,160,0,113,1,0,126,33,5,53,420,31,3,2,20,15,6,98,199,0,1205,0,21,4,1,265,139,1,4,127,160,7,0,2,5,345,4,432,61,495,0,11,4,1,21,1,149,0,1,1,127,0,46,526,6,0,1,0,0,0,47,0,42,16,0,0,1,1,1,1,0,12,0
"TCGA.63.7023.01A0",1,2478,10,863,0,1,28,1,0,268,440,194,4,0,317,2,2,2,10,4,1,71,42,6,16,17,0,33,6,17,0,30,1,31,10,92,108,108,6,5,131,107,113,1,6,7,11,1,17,37,7,20,107,0,0,76,12,15,0,882,5,74,5,30,211,165,0,151,7,4,4,4,0,56,0,0,1,0,0,40,0,80,0,0
"TCGA.22.1016.01A0",28,5,44,323,7,34,298,2,2,110,42,4139,9,1,76,1,9,9,49,15,23,148,21,15,46,268,4,151,10,32,0,52,0,236,49,16,728,2532,27,17,52,1597,4,3,0,118,75,10,8,332,221,12,2,12,63,16,23,16,2,7,2,47,13,6,23,31,0,10,11,3,4,71,8,696,0,0,0,4,1,5,2,0,0,1
"TCGA.98.A53A.01A0",0,108,1,573,1,40,34,345,5,60,511,380,21,0,11,1,7,3,13,2,8,49,87,17,12,15,121,30,0,40,0,35,11,26,15,31,92,869,8,0,94,245,113,40,2,28,24,6,4,90,25,5,12,4,90,106,2,1,108,79,7,137,47,158,124,15,2,37,165,4,0,65,0,541,0,0,2,11,0,7,8,4,0,0
"TCGA.56.1622.01A0",11,21,3,280,1,12,69,3,7,436,135,322,6,6,10,15,0,20,3783,6,2,71,40,7,74,15,51,21,3,21,2,690,2,34,33,20,781,23,1,0,13,43,0,13,11,12,8,1,476,227,37,30,1,20,4,51,2,63,0,31,0,17,7,4,10,16,3,4,1,3,3,6,1,18,1,0,0,1,2,7,1,0,16,1
"TCGA.21.1082.01A0",17,11,4,952,1,1,142,18,1,367,23,1285,65,13,40,21,15,24,122,15,25,84,52,30,9,44,136,49,20,35,5,103,0,57,42,51,227,171,3,5,39,50,16,8,42,7,86,3,556,42,385,6,21,179,7,461,5,57,1,2,7,146,18,24,282,51,5,17,189,5,3,2,0,49,2,0,1,2,13,274,0,1,301,0
"TCGA.33.AASJ.01A0",0,4,1,184,0,47,618,40,0,264,40,148,2,1,2,1,5,1,63,3,0,33,39,4,0,4,2,153,13,49,0,7,2,24,4,27,104,278,20,0,7,6,92,2,0,1,9,6,0,16,60,4,0,0,2,3,0,4,0,0,0,121,0,6,372,1,0,0,2,3,1,1,1,3,0,0,10,1,1,0,73,0,0,0
"TCGA.43.A475.01A0",20,153,5,2391,7,9,35,67,2,40,108,442,21,0,814,12,11,25,179,6,25,63,59,139,1,40,25,76,6,11,0,61,3,15,15,11,148,7487,5,13,56,63,92,1,1,27,40,2,4,50,30,8,2,11,5,34,0,4,0,1,3,160,3,89,178,146,1,53,16,2,4,317,2,25,0,0,71,2,5,1,0,1,0,0
"TCGA.33.AASD.01A0",3,285,2,557,0,27,13,197,2,370,1003,95,122,0,9,11,10,1,6,82,35,135,10,281,30,6,1,98,10,148,1,2,0,108,39,1,88,222,7,1,12,25,32,1,0,4,26,12,0,35,2,2,0,0,3,153,6,6,2,1,0,4,3,5,6,1,0,27,4,0,3,1,9,401,0,3,0,9,0,1,0,0,0,1
"TCGA.37.4133.01A0",3,9,4,573,0,0,271,53,0,133,16,616,133,2,8,148,1,2,124,7,26,1072,111,2,21,8,0,59,15,13,1,90,3,18,4,3,366,27,6,10,21,35,196,1,0,39,5,7,20,15,84,3,0,3,15,127,0,55,0,0,0,99,3,37,57,12,0,6,1,0,6,2,1,171,0,0,0,0,1,2,0,1,0,0
"TCGA.22.5491.01A0",21,68,4,581,6,7,231,139,1,346,194,335,27,1,21,9,7,28,488,33,40,209,98,26,16,12,71,7,7,8,2,406,0,30,31,17,323,330,2,3,51,57,121,5,1,21,12,6,997,94,30,2,13,1,13,298,42,4,2,44,13,20,40,30,140,15,11,57,7,6,0,7,0,144,450,1,3,0,0,21,0,0,0,0
"TCGA.66.2758.01A0",3,66,6,420,5,17,50,32,30,150,119,320,26,0,15,24,3,3,30,15,9,114,168,35,2,13,1,71,3,37,3,98,2,61,11,8,94,30,49,12,40,71,2,12,0,47,6,0,253,133,47,2,0,2,23,84,2,59,2,5,16,133,1,33,34,11,3,15,37,23,2,24,0,76,2,1,1,13,1,3,1,0,0,1
"TCGA.63.5128.01A0",1,25,3,304,0,43,17,98,312,148,28,396,13,1,16,21,1,3,374,11,21,67,32,78,11,12,0,16,4,9,0,20,0,15,9,35,153,27,0,1,21,184,76,18,1,114,9,2,3,15,40,1,0,3,2,23,7,1,0,2,5,12,0,151,61,3,0,17,4,0,8,249,498,39,0,0,1,4,0,2,0,1,1,0
"TCGA.NC.A5HO.01A0",1,2,0,94,0,40,7,5,0,95,74,126,2,0,7,0,6,0,3,12,0,24,10,1,3,0,10,63,1,10,0,115,1,4,4,1,104,85,11,0,76,2,0,1,0,8,5,1,2,8,8,0,0,1,1,3,1,0,0,0,2,5,1,5,15,3,0,0,3,1,3,1,21,2,0,0,0,3,0,0,0,0,0,0
"TCGA.NC.A5HH.01A0",1,5309,3,583,0,3,184,1,68,234,737,379,61,5,12,2,8,21,2,10,8,42,26,0,6,0,108,42,6,8,2,34,0,47,13,133,73,16,1,4,107,89,6,1,1,28,35,7,0,407,10,15,25,3,46,30,98,0,26,350,4,4,1,12,205,31,0,68,219,7,0,4,154,47,0,0,0,13,0,7,0,0,0,0
"TCGA.96.A4JK.01A0",7,43,9,295,0,104,778,49,306,207,400,977,21,1,8,0,0,0,17,5,6,337,12,0,21,23,0,73,1,252,0,3,56,24,16,17,285,88,4,1,151,37,23,3,0,12,20,4,0,13,241,0,0,0,148,34,5,28,42,7,1,73,10,30,151,2,1,73,53,4,47,0,1,137,0,0,2,18,0,1,1,0,1,0
"TCGA.33.4582.01A0",6,60,15,239,1,9,105,1,2,30,282,124,42,0,4,11,23,4,53,6,5,469,61,113,23,0,11,11,13,12,0,265,1,73,5,0,223,55,0,9,15,23,123,20,0,108,160,9,0,311,42,75,1,53,3,23,61,31,3,259,2,26,4,264,67,2,2,150,23,16,0,0,7,2059,1,0,1,0,0,2,1,0,0,0
"TCGA.37.4129.01A0",5150,6852,3020,6472,631,3266,36617,1315,581,5007,8542,56085,2613,34928,5781,1279,6074,8437,7352,7207,11415,56049,1367,3143,2943,6160,490,3527,1223,2013,37689,7982,51,74055,1872,675,14844,15864,1710,389,886,22578,1125,0,4035,5072,3555,245,39538,3221,4587,7096,4566,1607,1703,1903,1113,7428,67,6675,292,5216,12411,9856,9662,1094,199,36667,4326,445,288,5497,3689,50274,27771,211,409,205,1670,3596,6140,1872,6196,39
"TCGA.37.A5EM.01A0",20,5,2,183,0,16,2,13,2,156,604,1035,17,0,35,0,3,3,61,17,9,196,40,26,117,5,129,20,6,30,1,6,2,68,16,2,126,514,1,0,94,15,13,34,0,2,24,2,1,2817,117,2,0,4,4,2,17,300,1,3,0,12,4,74,40,7,1,7,4,0,4,6,15,133,0,0,0,1,0,2,1,1,7,0
"TCGA.33.4586.01A0",1,94,1,455,1,10,111,27,2,63,43,370,150,0,11,25,2,2,2,32,12,103,88,183,7,7,12,8,6,27,0,15,0,11,8,0,121,123,2,1,10,142,47,0,2,10,24,2,3,142,27,16,2,222,34,27,0,8,1,3,18,597,3,63,184,2,0,47,5,6,3,84,7,1968,1,0,0,4,0,1,61,2,0,0
"TCGA.85.7696.01A0",13,32,16,602,4,120,310,97,165,592,63,374,31,184,71,5,6,3,1012,28,51,151,46,5,32,71,122,139,4,37,0,178,15,35,37,32,252,137,15,2,42,42,43,12,7,5,37,4,6,20,68,18,9,5,13,181,60,217,0,13,5,460,26,203,87,9,0,9,27,1,4,5,0,468,0,1,1,40,3,4,177,0,0,0
"TCGA.34.2596.01A0",7,2546,3,1289,1,4,133,18,4,327,639,1025,56,1,103,713,8,10,722,23,68,53,95,1219,52,179,226,15,5,17,0,20,0,43,85,4,105,319,3,8,181,117,13,2,0,27,66,2,101,370,67,23,16,25,4,1279,2,27,5,24,3,312,30,243,197,26,0,63,32,23,15,201,1,567,0,1,4,51,0,4,1,3,6,0
"TCGA.NC.A5HI.01A0",1,7,8,42,1,15,150,55,50,349,595,201,20,5,13,1,0,4,840,3,8,30,30,1,7,9,1,42,0,9,1,39,1,40,12,6,78,23,3,2,172,23,0,5,3,3,80,5,26,5,15,20,1,30,2,9,15,15,0,0,4,43,2,2,75,5,0,9,3,0,3,1,3,55,2,0,1,6,1,0,1,0,1,0
"TCGA.77.8144.01A0",0,3,0,303,0,0,15,20,0,49,172,124,20,0,68,13,1,1,5,0,0,80,6,30,10,2,0,6,4,12,0,5,0,37,4,3,121,81,4,1,15,3,5,1,0,2,2,25,0,4,21,2,0,21,0,5,0,7,0,0,2,18,5,3,63,30,2,4,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"TCGA.68.7755.01A0",2,1,6,485,5,4,51,40,46,327,68,465,107,2,18,133,0,1,52,4,2,76,30,0,84,17,0,15,7,30,1,1,0,23,3,63,44,80,12,0,23,28,5,6,0,9,5,2,2,162,17,2,3,5,3,10,1,63,0,1,2,6,5,13,416,8,0,0,10,1,0,20,0,146,1,0,0,2,5,42,4,0,0,1
"TCGA.77.7139.01A0",3,7,3,649,1,978,191,2,1,452,15,543,0,21,42,153,15,2,24,26,1,103,89,1,2,80,66,42,10,79,0,74,0,21,9,3,71,64,15,0,23,21,1120,1,1,24,7,3,2,5,13,7,10,2,12,10,7,131,12,4,0,100,17,1496,564,16,2,113,31,2,2,6,2,65,0,0,3,2,5,1863,1,0,0,2
"TCGA.21.1080.01A0",15,15,1,226,0,2,21,5,2,442,63,401,15,0,4,2,0,0,257,4,32,42,18,0,6,15,1,5,4,9,1,98,0,17,5,3,526,18,15,3,21,34,293,1,111,2,11,3,10,3,20,35,1,8,227,1,0,25,0,1,21,40,0,597,165,3,3,1,15,0,3,4,0,1,0,1,0,5,0,0,0,2,0,0
"TCGA.18.3406.01A0",20,18,0,21,0,39,12,0,66,79,161,391,18,0,33,11,0,0,16,3,59,119,44,0,3,23,0,1,4,2,4,172,1,78,0,0,429,49,5,6,5,49,0,0,0,10,46,15,50,51,33,5,3,2,3,9,0,68,0,1,5,35,5,30,55,0,7,3,177,27,1,3,75,250,0,0,0,2,0,0,0,0,0,0
"TCGA.85.8582.01A0",0,42,11,270,0,27,35,23,6,23,49,946,21,1,34,6,1,3,32,27,0,207,4,4,92,26,9,8,17,0,0,31,0,61,5,12,71,142,1,4,26,60,0,0,2,25,33,4,21,3,11,0,0,1,4,20,2,24,10,92,0,42,40,17,74,7,0,8,4,0,4,2,1,30,0,0,4,2,1,1,0,0,0,0
"TCGA.66.2790.01A0",95,165,23,1483,0,113,1571,156,317,133,622,1630,236,1,274,8,6,197,734,1025,74,943,86,162,31,46,61,61,24,108,6,254,5,49,118,9,438,2162,15,66,220,539,75,31,9,98,194,17,940,909,153,65,11,84,264,171,1,56,0,215,2,35,42,320,80,416,6,34,158,67,49,20,33,2506,21,5,1,6,3,7,1,15,2,3
"TCGA.77.8145.01A0",0,9,0,95,0,30,207,3,11,27,85,226,11,0,15,80,0,0,133,4,4,150,52,7,68,1,0,9,2,2,0,87,0,28,12,80,165,509,5,1,10,108,3,3,23,9,34,1,5,27,443,0,0,1,11,2,3,47,4,229,0,53,1,4,42,6,0,5,1,0,2,0,2,243,0,0,0,5,1,3,0,0,1,0
"TCGA.66.2788.01A0",2,63,5,153,3,37,169,23,2,97,253,877,57,0,49,23,3,15,126,175,5,184,40,3,37,8,0,15,4,44,3,292,3,191,30,9,126,217,0,7,85,360,37,4,2,15,55,23,644,15,47,2,4,13,5,27,30,35,3,4,0,422,8,21,20,21,6,88,15,3,44,3,1,635,4,1,28,0,0,3,1,1,1,0
"TCGA.66.2768.01A0",35,10,13,161,0,148,92,61,23,15,250,425,298,0,50,1,1,12,92,87,60,330,69,42,39,1,15,11,6,130,1,47,1,61,37,12,198,236,87,15,13,106,0,24,0,84,35,25,13,148,81,35,7,9,74,18,47,4,2,2,7,20,4,26,52,6,2,97,249,24,9,43,1,790,0,0,0,4,3,1,0,1,3,0
"TCGA.18.4086.01A0",0,25,3,226,3,4,268,73,1,40,37,901,64,0,27,11,35,4,57,68,4,181,64,84,16,50,2,52,11,23,0,31,2,133,6,1,215,356,8,3,47,47,15,2,1,21,12,1,12,101,33,2,0,1,0,68,6,165,0,2,2,101,6,59,16,6,0,21,2,0,3,363,5,322,0,0,7,0,1,6,0,0,0,1
"TCGA.33.4583.01A0",0,10,1,59,0,5,7,23,0,76,59,128,5,0,1,0,2,1,0,13,3,13,7,0,1,6,0,0,4,37,0,4,0,6,0,1,21,76,0,1,8,18,6,0,0,6,1,2,1,21,5,0,1,1,1,3,1,1,0,0,3,31,0,1,23,2,0,1,0,1,5,21,0,6,0,0,0,0,2,1,26,0,2,0
"TCGA.56.A4BW.01A0",31,60,10,194,1,55,153,50,4,111,9,240,142,0,8,88,2,2,413,9,46,98,20,153,21,12,6,111,3,15,0,184,0,26,18,10,144,255,3,0,32,198,23,1,2,6,15,1,5,7,113,31,1,0,37,111,0,35,0,73,0,1,1,7,37,3,0,1,26,1,2,4,2,43,0,0,0,2,2,13,4,0,0,2
"TCGA.90.7769.01A0",1,12,2,76,0,7,2,15,0,345,21,222,12,1,6,105,8,0,15,4,0,31,80,39,12,0,0,10,5,92,0,20,1,23,1,2,52,8,3,0,5,3,0,9,0,13,3,0,1,89,8,0,0,0,0,18,2,12,0,2,2,63,0,1,2,9,2,1,1,2,2,47,1,5,0,1,0,0,0,1,1,0,0,0
"TCGA.22.5483.01A0",104,15,5,627,1,5,5348,3,2,37,386,1066,411,1,104,16,1,13,80,52,24,639,61,7,75,1251,0,97,49,30,3,63,0,1306,28,4,257,290,32,9,26,33,2,2,13,47,194,0,229,33,15,6,10,2,10,15,13,1215,7,13,0,1147,40,3,1352,8,0,282,2,7,3,110,3,257,23,0,0,4,10,20,0,0,26,26
"TCGA.22.1002.01A0",21,812,5,219,6,3,134,1,3,205,616,3259,13,0,34,6,3,12,55,53,23,148,20,24,16,614,76,28,3,7,5,39,0,148,31,5,84,271,11,8,18,2199,31,2,1,133,40,3,9,186,123,11,0,11,8,25,23,87,1,1,1,229,15,34,42,34,0,2,10,6,2,42,1,201,1,1,1,0,1,2,1,1,9,18
